Date,Versus,Ground,How Dismissed,Runs,S/R,catches,aggregate,catches_wk,stumping_wk,agg_wk,age,who_dismissed,played_city,played_country
2015-10-22,South Africa,MA Chidambaram Stadium,c F du Plessis b C H Morris,21.0,110.53,0,49,0.0,0.0,0.0,28,C H Morris,Chennai,India
2017-09-17,Australia,MA Chidambaram Stadium,0,28.0,63.64,0,56,0.0,0.0,0.0,30,M P Stoinis,Chennai,India
2011-12-01,South Africa,Kingsmead,c †A B de Villiers b M Morkel,11.0,40.74,1,24,0.0,0.0,0.0,23,M Morkel,Durban,South Africa
2013-08-12,South Africa,Kingsmead,c H M Amla b L L Tsotsobe,19.0,73.08,1,37,0.0,0.0,0.0,26,L L Tsotsobe,Durban,South Africa
2018-01-02,South Africa,Kingsmead,c †Q de Kock b M Morkel,20.0,66.67,0,58,0.0,0.0,0.0,30,M Morkel,Durban,South Africa
2011-01-15,South Africa,New Wanderers Stadium,lbw b M Morkel,9.0,64.29,0,24,0.0,0.0,0.0,23,M Morkel,Johannesburg,South Africa
2013-05-12,South Africa,New Wanderers Stadium,run out,18.0,41.86,0,36,0.0,0.0,0.0,26,0,Johannesburg,South Africa
2018-10-02,South Africa,New Wanderers Stadium,c & b K Rabada,5.0,38.46,1,59,0.0,0.0,0.0,30,K Rabada,Johannesburg,South Africa
2011-01-18,South Africa,Newlands,b M Morkel,23.0,51.11,0,24,0.0,0.0,0.0,23,M Morkel,Cape Town,South Africa
2018-07-02,South Africa,Newlands,c †H Klaasen b K Rabada,0.0,0.0,0,58,0.0,0.0,0.0,30,K Rabada,Cape Town,South Africa
2011-06-06,West Indies,Queen's Park Oval,not out,68.0,90.67,1,25,0.0,0.0,0.0,24,0,0,West Indies
2011-08-06,West Indies,Queen's Park Oval,not out,7.0,50.0,0,25,0.0,0.0,0.0,24,0,0,West Indies
2013-05-07,West Indies,Queen's Park Oval,c †D Ramdin b T L Best,46.0,58.97,0,33,0.0,0.0,0.0,26,T L Best,0,West Indies
2013-09-07,Sri Lanka,Queen's Park Oval,not out,48.0,57.83,0,33,0.0,0.0,0.0,26,0,0,West Indies
2013-11-07,Sri Lanka,Queen's Park Oval,b H M R K B Herath,58.0,65.17,0,33,0.0,0.0,0.0,26,H M R K B Herath,0,West Indies
2011-03-09,England,Riverside Ground,retired hurt,0.0,0.0,0,25,0.0,0.0,0.0,24,0,0,England
2011-02-12,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,not out,90.0,91.84,0,25,0.0,0.0,0.0,24,0,Visakhapatnam,India
2013-11-24,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,c D J G Sammy b R Rampaul,12.0,63.16,0,36,0.0,0.0,0.0,26,R Rampaul,Visakhapatnam,India
2016-10-29,New Zealand,Dr YS Rajasekhara Reddy Cricket Stadium,c J D S Neesham b T A Boult,70.0,107.69,0,54,0.0,0.0,0.0,29,T A Boult,Visakhapatnam,India
2017-12-17,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,b A Dananjaya,7.0,50.0,1,58,0.0,0.0,0.0,30,A Dananjaya,Visakhapatnam,India
2018-10-24,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,c S O Hetmeyer b K A J Roach,4.0,50.0,1,64,0.0,0.0,0.0,31,K A J Roach,Visakhapatnam,India
2012-07-21,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,b A D Mathews,5.0,62.5,0,31,0.0,0.0,0.0,25,A D Mathews,Hambantota,Sri Lanka
2012-07-24,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,b A D Mathews,0.0,0.0,0,31,0.0,0.0,0.0,25,A D Mathews,Hambantota,Sri Lanka
2012-04-08,Sri Lanka,Pallekele International Cricket Stadium,b N Pradeep,4.0,44.44,0,31,0.0,0.0,0.0,25,N Pradeep,"Pallekele, Kandy",Sri Lanka
2017-08-24,Sri Lanka,Pallekele International Cricket Stadium,lbw b A Dananjaya,54.0,120.0,1,55,0.0,0.0,0.0,30,A Dananjaya,"Pallekele, Kandy",Sri Lanka
2017-08-27,Sri Lanka,Pallekele International Cricket Stadium,not out,124.0,85.52,1,56,0.0,0.0,0.0,30,0,"Pallekele, Kandy",Sri Lanka
2013-01-23,England,Punjab Cricket Association IS Bindra Stadium,lbw b S T Finn,83.0,89.25,0,32,0.0,0.0,0.0,25,S T Finn,"Mohali, Chandigarh",India
2013-10-19,Australia,Punjab Cricket Association IS Bindra Stadium,c A J Finch b S R Watson,11.0,50.0,0,35,0.0,0.0,0.0,26,S R Watson,"Mohali, Chandigarh",India
2016-10-23,New Zealand,Punjab Cricket Association IS Bindra Stadium,lbw b T G Southee,13.0,61.9,0,53,0.0,0.0,0.0,29,T G Southee,"Mohali, Chandigarh",India
2017-12-13,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,not out,208.0,135.95,1,57,0.0,0.0,0.0,30,0,"Mohali, Chandigarh",India
2019-10-03,Australia,Punjab Cricket Association IS Bindra Stadium,c P S P Handscomb b J A Richardson,95.0,103.26,0,73,0.0,0.0,0.0,31,b J A Richardson,"Mohali, Chandigarh",India
2013-01-27,England,Himachal Pradesh Cricket Association Stadium,c J C Tredwell b T T Bresnan,4.0,44.44,0,32,0.0,0.0,0.0,25,T T Bresnan,Dharamsala,India
2016-10-16,New Zealand,Himachal Pradesh Cricket Association Stadium,lbw b D A J Bracewell,14.0,53.85,1,52,0.0,0.0,0.0,29,D A J Bracewell,Dharamsala,India
2017-10-12,Sri Lanka,Himachal Pradesh Cricket Association Stadium,c †N Dickwella b R A S Lakmal,2.0,15.38,0,56,0.0,0.0,0.0,30,R A S Lakmal,Dharamsala,India
2013-11-06,West Indies,Kennington Oval,c †J Charles b S P Narine,52.0,92.86,0,32,0.0,0.0,0.0,26,S P Narine,London,England
2017-08-06,Sri Lanka,Kennington Oval,c N L T C Perera b S L Malinga,78.0,98.73,0,54,0.0,0.0,0.0,30,S L Malinga,London,England
2017-11-06,South Africa,Kennington Oval,c †Q de Kock b M Morkel,12.0,60.0,0,54,0.0,0.0,0.0,30,M Morkel,London,England
2017-06-18,Pakistan,Kennington Oval,lbw b Mohammad Amir,0.0,0.0,0,54,0.0,0.0,0.0,30,Mohammad Amir,London,England
2013-06-15,Pakistan,Edgbaston,0,18.0,56.25,1,33,0.0,0.0,0.0,26,Saeed Ajmal,Birmingham,England
2013-06-23,England,Edgbaston,b S C J Broad,9.0,64.29,0,33,0.0,0.0,0.0,26,S C J Broad,Birmingham,England
2017-04-06,Pakistan,Edgbaston,run out,91.0,76.47,0,54,0.0,0.0,0.0,30,0,Birmingham,England
2017-06-15,Bangladesh,Edgbaston,not out,123.0,95.35,0,54,0.0,0.0,0.0,30,0,Birmingham,England
2013-10-13,Australia,Maharashtra Cricket Association Stadium,c P J Hughes b S R Watson,42.0,89.36,1,35,0.0,0.0,0.0,26,S R Watson,Pune,India
2017-10-25,New Zealand,Maharashtra Cricket Association Stadium,c C Munro b T G Southee,7.0,36.84,0,56,0.0,0.0,0.0,30,T G Southee,Pune,India
2018-10-27,West Indies,Maharashtra Cricket Association Stadium,b J O Holder,8.0,88.89,2,66,0.0,0.0,0.0,31,J O Holder,Pune,India
2013-10-23,Australia,JSCA International Stadium Complex,not out,9.0,69.23,1,36,0.0,0.0,0.0,26,0,Ranchi,India
2014-11-16,Sri Lanka,JSCA International Stadium Complex,b A D Mathews,9.0,75.0,1,43,0.0,0.0,0.0,27,A D Mathews,Ranchi,India
2016-10-26,New Zealand,JSCA International Stadium Complex,c †B J Watling b T G Southee,11.0,57.89,1,54,0.0,0.0,0.0,29,T G Southee,Ranchi,India
2019-08-03,Australia,JSCA International Stadium Complex,lbw b P J Cummins,14.0,100.0,0,73,0.0,0.0,0.0,31,P J Cummins,Ranchi,India
2013-11-21,West Indies,Nehru Stadium (Kochi),c L M P Simmons b R Rampaul,72.0,88.89,0,36,0.0,0.0,0.0,26,R Rampaul,Kochi,India
2014-01-19,New Zealand,McLean Park,c T G Southee b M J McClenaghan,3.0,13.04,0,38,0.0,0.0,0.0,26,M J McClenaghan,Napier,New Zealand
2019-01-23,New Zealand,McLean Park,c M J Guptill b D A J Bracewell,11.0,45.83,1,72,0.0,0.0,0.0,31,D A J Bracewell,Napier,New Zealand
2014-02-26,Bangladesh,Khan Shaheb Osman Ali Stadium,b Ziaur Rahman,21.0,72.41,1,40,0.0,0.0,0.0,26,Ziaur Rahman,Fatullah,Bangladesh
2014-02-28,Sri Lanka,Khan Shaheb Osman Ali Stadium,lbw b S M S M Senanayake,13.0,46.43,2,42,0.0,0.0,0.0,26,S M S M Senanayake,Fatullah,Bangladesh
2014-11-13,Sri Lanka,Eden Gardens,c D P M D Jayawardene b K M D N Kulasekara,264.0,152.6,0,42,0.0,0.0,0.0,27,K M D N Kulasekara,Kolkata,India
2017-09-21,Australia,Eden Gardens,0,7.0,50.0,0,56,0.0,0.0,0.0,30,0,Kolkata,India
2015-10-18,South Africa,Saurashtra Cricket Association Stadium,0,65.0,87.84,0,49,0.0,0.0,0.0,28,0,"Khandheri, Rajkot",India
2016-10-20,New Zealand,Feroz Shah Kotla,c †L Ronchi b T A Boult,15.0,55.56,1,53,0.0,0.0,0.0,29,T A Boult,Delhi,India
2019-03-13,Australia,Feroz Shah Kotla,st A T Carey b A Zampa,56.0,62.92,0,73,0.0,0.0,0.0,31,A Zampa,Delhi,India
2018-07-14,England,Lord's,b M A Wood,15.0,57.69,1,61,0.0,0.0,0.0,31,M A Wood,London,England
2018-07-17,England,Headingley,c M A Wood b D J Willey,2.0,11.11,0,61,0.0,0.0,0.0,31,D J Willey,Leeds,England
2018-09-18,Hong Kong,Dubai International Cricket Stadium,c Nizakat Khan b Ehsan Khan,23.0,104.55,1,62,0.0,0.0,0.0,31,Ehsan Khan,Dubai,United Arab Emirates
2018-09-19,Pakistan,Dubai International Cricket Stadium,b Shadab Khan,52.0,133.33,0,62,0.0,0.0,0.0,31,Shadab Khan,Dubai,United Arab Emirates
2018-09-21,Bangladesh,Dubai International Cricket Stadium,not out,83.0,79.81,0,62,0.0,0.0,0.0,31,0,Dubai,United Arab Emirates
2018-09-23,Pakistan,Dubai International Cricket Stadium,not out,111.0,93.28,1,63,0.0,0.0,0.0,31,0,Dubai,United Arab Emirates
2018-09-28,Bangladesh,Dubai International Cricket Stadium,c Nazmul Islam b Rubel Hossain,48.0,87.27,0,63,0.0,0.0,0.0,31,Rubel Hossain,Dubai,United Arab Emirates
2018-10-21,West Indies,Barsapara Cricket Stadium,not out,152.0,129.91,0,63,0.0,0.0,0.0,31,0,Guwahati,India
2018-10-29,West Indies,Brabourne Stadium,c C Hemraj b A R Nurse,162.0,118.25,3,69,0.0,0.0,0.0,31,A R Nurse,Mumbai,India
2018-01-11,West Indies,Greenfield International Stadium,not out,63.0,112.5,0,69,0.0,0.0,0.0,31,0,Thiruvananthapuram,India
2019-01-26,New Zealand,Bay Oval,c C de Grandhomme b L H Ferguson,87.0,90.63,0,72,0.0,0.0,0.0,31,L H Ferguson,Mount Maunganui,New Zealand
2019-01-28,New Zealand,Bay Oval,st T W M Latham b M J Santner,62.0,80.52,1,73,0.0,0.0,0.0,31,M J Santner,Mount Maunganui,New Zealand
